score	arxiv_id	opg_slug	attributed_to	title	arxiv_excerpt	paper_contribution	abs_url
83	2202.11641	uniquely_hamiltonian_graphs	Barnette	Barnette's Conjecture (Conjecture 1.1)	All graphs in $\mathcal{B}$ are Hamiltonian.	Provides a matching-theoretic translation showing that Conjecture 1.1 holds if and only if all cubic, 3-connected, Pfaffian, bipartite graphs are Hamiltonian (Theorem 1.3), and reduces the conjecture 	https://arxiv.org/abs/2202.11641
82	2105.09871	adams_conjecture	Tuza	Tuza's Conjecture	For any graph $G$ it holds $\tau(G)\leq 2\mu(G)$.	Proves Tuza's Conjecture for threshold graphs (graphs that are both split graphs and cographs) and for even balanced co-chain graphs (co-chain graphs where both sides have the same size divisible by 4	https://arxiv.org/abs/2105.09871
82	2301.13175	adams_conjecture	Sivaraman	Sivaraman's Conjecture	Two cops can win on connected $P_5$-free graphs; more generally, the cop number of connected $P_t$-free graphs is at most $t-3$ for $t \geq 5$.	Proves the conjecture in full for $t = 5$: every connected $P_5$-free graph has cop number at most two.	https://arxiv.org/abs/2301.13175
82	2406.01068	adams_conjecture	Yang	Yang's Conjecture	For any planar graph $G$, $c_2(G) \leq 3$.	Proves that $c_2(G) \leq 3$ for every planar graph $G$, confirming Yang's conjecture and simultaneously strengthening the classical theorem of Aigner and Fromme that $c(G) \leq 3$ for planar graphs.	https://arxiv.org/abs/2406.01068
82	2407.18346	adams_conjecture	Sadhukhan	Sadhukhan's Conjecture	There are graphs with large girth that do not admit KT orientations.	Settles the conjecture affirmatively by constructing explicit graphs of arbitrarily large girth that admit no KT orientation.	https://arxiv.org/abs/2407.18346
82	2004.07457	list_chromatic_number_and_maximum_degree_of_bipartite_graphs	Krivelevich and Alon	Conjecture 2 (Krivelevich–Alon)	There is some absolute constant $C > 0$ such that any bipartite graph of maximum degree at most $\Delta$ is $k$-choosable if $k \geq C \log \Delta$.	Proves Corollary 10: for any $\varepsilon > 0$ and $\Delta$ large enough, every bipartite graph with maximum degree at most $\Delta$ is $((1+\varepsilon)\Delta/\log^4\Delta,\,2)$- and $((1+\varepsilon	https://arxiv.org/abs/2004.07457
82	2201.09115	woodalls_conjecture	Woodall	Woodall's Conjecture C(r,s,ch)	For every $s, t \in \mathbb{N}$, if $G$ is a graph with $G \not\succeq K_{s,t}$, then $\chi_{\ell}(G) \leq s + t - 1$.	Disproves the conjecture in a strong form: for every $\varepsilon > 0$ and $C \geq 1$ there exists $N = N(\varepsilon, C)$ such that for all integers $s, t$ with $N \leq s \leq t \leq Cs$, there exist	https://arxiv.org/abs/2201.09115
81	1809.08324	caccetta_haggkvist_conjecture	Caccetta and Häggkvist	Caccetta-Häggkvist Conjecture (Conjecture 1.1)	For every integer $k \geq 1$, and all $n > 0$, every $n$-vertex digraph in which every vertex has out-degree at least $n/k$ has girth at most $k$.	Shows that the Caccetta-Häggkvist conjecture implies the bipartite analogue Conjecture 1.2; uses CH-approximations to prove 1.2 for $k = 1, 2, 3, 4, 6$, and all $k \geq 224{,}539$.	https://arxiv.org/abs/1809.08324
81	1712.06067	jones_conjecture	Tomescu	Tomescu's Conjecture	For every connected graph $G$ on $n$ vertices with chromatic number $k \geq 4$, $$P_G(k) \leq k!(k-1)^{n-k},$$ with equality if and only if the 2-core of $G$ is	Proves the full conjecture for all $k \geq 4$ and establishes the equality characterisation, completing the proof after Knox and Mohar had previously settled the cases $k=4$ and $k=5$.	https://arxiv.org/abs/1712.06067
81	2312.17130	list_hadwiger_conjecture	Gerards and Seymour	Odd Hadwiger's Conjecture	Let $t$ be a positive integer. Every graph $G$ satisfying $\chi(G)\geq t$ contains $K_{t}$ as an odd-minor.	Proves the conjecture for all Schrijver graphs and Kneser graphs for any choice of parameters; also proves that every graph $G$ with $\mathrm{zig}(G)\geq t$ contains $K_{\lfloor t/2\rfloor+1}$ as an o	https://arxiv.org/abs/2312.17130
81	1703.08123	monochromatoc_reachability_in_arc_colored_digraphs	Sands, Sauer, and Woodrow	Conjecture 3 (General Sands-Sauer-Woodrow Conjecture)	For every $k$, there exists an integer $f(k)$ such that if $D$ is a multidigraph whose arcs are the union of $k$ quasi-orders, then $D$ has a dominating set whi	Proves the conjecture for the special case of digraphs with bounded stability number, using the fact that the fractional domination of vertices by stable sets is at most 2 when the stability number is	https://arxiv.org/abs/1703.08123
81	2012.03686	the_erdos_hajnal_conjecture	Erdős and Hajnal	Conjecture 8 (Erdős–Hajnal)	For every graph $H$, there exists $\varepsilon_H > 0$ such that every $H$-free graph contains an independent set of size at least $n^{\varepsilon_H}$ or a cliqu	Presents Theorem 4 (degeneracy of $C_{\geq t}$-free graphs excluding $K_{\ell,\ell}$) as the $C_{\geq t}$-free analogue of the Fox–Sudakov biclique version of the conjecture, drawing an explicit struc	https://arxiv.org/abs/2012.03686
80	1812.02420	3_decomposition_conjecture	Hochstättler and Steiner	Conjecture 5.39	Any planar digraph $D$ of directed girth at least $k\geq 3$ admits a circular homomorphism to $\vec{C}_{k-1}$. In other words, $\vec{\chi}^{\ast}(D)\leq\frac{k-	Introduces the notion of circular homomorphisms between digraphs as the natural framework in which this conjecture is formulated, and develops the theory of circular $F$-colourability (Section 2) that	https://arxiv.org/abs/1812.02420
80	1708.09579	4_flow_conjecture	Tutte	Tutte's Flow Conjectures (Conjecture 1.2)	\begin{itemize} \item Every 4-edge-connected graph has a nowhere-zero 3-flow. \item Every 2-edge-connected graph with no Petersen minor has a nowhere-zero 4-flo	Proves counting analogues in related settings: at least $2^{n/7}$ nowhere-zero $Z_2\times Z_3$-flows in 3-edge-connected graphs ($2^{2(m-n)/9}$ for 2-edge-connected), at least $2^{n/250}$ nowhere-zero	https://arxiv.org/abs/1708.09579
80	2006.09877	double_critical_graph_conjecture	Kannan, Naor, and Rudich	Implicit Graph Conjecture	Every factorial hereditary class (i.e., hereditary class with growth $n!^{O(1)}$) admits an $O(\log n)$-adjacency labeling scheme.	Proves that every graph class of bounded twin-width admits an $O(\log n)$-adjacency labeling scheme, confirming the implicit graph conjecture for all bounded twin-width hereditary classes.	https://arxiv.org/abs/2006.09877
80	2202.10412	graphs_with_a_forbidden_induced_tree_are_chi_bounded	Gyárfás and Sumner	Gyárfás-Sumner Conjecture	For every forest $H$, the class of $H$-free graphs is $\chi$-bounded.	Proves that if $H$ is a good forest then the disjoint union of $H$ and $P_4$ is also good (polynomially $\chi$-bounded), in particular showing that $2P_4$-free graphs satisfy $\chi(G) \leq \omega(G)^{	https://arxiv.org/abs/2202.10412
80	1010.2472	rysers_conjecture	Steinberg	Steinberg's Conjecture	Every planar graph without 4- and 5-cycles is 3-colorable.	The paper does not make direct progress on Steinberg's Conjecture; it is cited only as a related open problem in the context of planar graph 3-colorability.	https://arxiv.org/abs/1010.2472
80	1709.09050	rysers_conjecture	Schroeder	Schroeder's Conjecture	If $G$ is a graph of genus $g$, then $c(G) \leq g + 3$.	This survey reviews all progress toward Schroeder's conjecture, including the upper bounds $c(G) \leq \lfloor 3g/2 \rfloor + 3$ (Schroeder) and the improvement $c(G) \leq \lfloor 4g/3 \rfloor + D$ (Bo	https://arxiv.org/abs/1709.09050
79	2505.07002	4_flow_conjecture	Tutte	Tutte 4-Flow Conjecture (Conjecture 1)	Every 2-connected graph without a Petersen graph minor admits a nowhere-zero 4-flow.	Proves that every 2-edge-connected graph embedded in the torus admits a nowhere-zero 4-flow unless it is Petersen-like (in which case it provably does not); this vastly strengthens the Tutte 4-Flow Co	https://arxiv.org/abs/2505.07002
79	2111.07147	bounding_the_chromatic_number_of_triangle_free_graphs_with_fixed_maximum_degree	Esperet and Joret	Question 3 (Esperet and Joret)	Consider a surface $\Sigma$ and a positive integer $\Delta$. Is it true that the class of triangle-free graphs of maximum degree $\Delta$ than can be drawn on $	Theorem 5(ii) answers this question positively, showing that the class of triangle-free graphs drawn on any fixed surface has weak diameter choosability at most two (which implies clustered choosabili	https://arxiv.org/abs/2111.07147
79	2604.13700	caccetta_haggkvist_conjecture	Caccetta and Häggkvist	Conjecture 1 (Caccetta-Häggkvist Conjecture)	Let $r,g\in\mathbb{N}$. Every digraph $D$ with minimum out-degree $\delta^{+}(D)\geq r$ and girth at least $g$ contains at least $r(g-1)+1$ vertices.	The paper proves Mader's Conjecture 4 that $\lim_{r\to\infty}c_r=\infty$ in a strong linear form, a result motivated by attempts to bound $c(D)$ as a route toward this conjecture.	https://arxiv.org/abs/2604.13700
79	2107.05995	colouring_the_square_of_a_planar_graph	Bosek, Dudek, Farnik, Grytczuk, and Mazur	Conjecture on Planar Hat Guessing Number (Bosek et al. [4])	The maximum possible hat guessing number of a planar graph is $4$.	Disproves the conjecture by constructing a planar graph $G$ with $\mathrm{HG}(G) = 12$.	https://arxiv.org/abs/2107.05995
79	2409.01513	list_chromatic_number_and_maximum_degree_of_bipartite_graphs	Alon and Krivelevich	Conjecture 1.1 (Alon–Krivelevich)	If $G$ is a bipartite graph of maximum degree $\Delta$, then $\operatorname{ch}(G)=O(\log\Delta)$.	Proves that every bipartite graph $G$ of sufficiently large maximum degree $\Delta$ satisfies $\operatorname{ch}(G)<(\frac{4}{5}-\varepsilon)\frac{\Delta}{\log\Delta}$ for $\varepsilon=10^{-3}$, givin	https://arxiv.org/abs/2409.01513
78	1611.03648	3_decomposition_conjecture	Barát, Gyárfás and Sárkőzy	Conjecture 1.5	For $n$ even any $2n$ matchings of size $n$ in any graph have a rainbow matching of size $n$, and for $n$ odd any $2n-1$ matchings of size $n$ have a rainbow ma	Proves the weaker bound that any $3n-2$ matchings of size $n$ in any graph have a rainbow matching of size $n$ (Theorem 1.9).	https://arxiv.org/abs/1611.03648
78	1704.07219	3_decomposition_conjecture	unknown (reference [8] in the paper)	Conjecture 1.1	For every digraph $H$, there is $\varepsilon > 0$ such that if $D$ is an $H$-free digraph, then $\chi(D) \leq |V(D)|^{1-\varepsilon}$.	Not directly proved; mentioned as primary motivation. The paper's results (Theorem 1.3 and Theorem 1.7) are partial steps toward understanding this conjecture in the dense digraph setting.	https://arxiv.org/abs/1704.07219
78	1905.12749	3_decomposition_conjecture	Fox, Kwan, and Sauermann	Conjecture 1.1	Fix $p \in (0,1)$ and fix a graph $H$ with no isolated vertices. Then $$\max_{x \in \mathbb{N}} \Pr(X_H = x) = O\!\left(n^{1-v(H)}\right),$$ where $v(H)$ is the	Proves Theorem 1.2, an approximate version: $\max_{x \in \mathbb{Z}} \Pr(X_H = x) = n^{1-v(H)+o(1)}$ for every connected graph $H$ and fixed $p \in (0,1)$, matching the conjectured bound up to the $o(	https://arxiv.org/abs/1905.12749
78	2003.01846	3_decomposition_conjecture	unknown (cited as [8])	Conjecture 1.1	A graph is strongly perfect if and only if it contains no odd holes, no antiholes of length at least six, and none of the Graphs I, II, III, IV, V shown in Figu	Provides several new infinite families of minimal non-strongly-perfect graphs (emanations and mutations of Graphs II–VI) that are not among Graphs I–V of the conjecture, demonstrating that the forbidd	https://arxiv.org/abs/2003.01846
78	2005.05042	3_decomposition_conjecture	authors of [7]	Conjecture 1.1	There is a polynomial $P$ such that every graph $G$ that contains no theta, pyramid, prism, or turtle has at most $P(|V(G)|)$ minimal separators.	Proves Conjecture 1.1 in full, establishing as Theorem 1.2 that every (theta, pyramid, prism, turtle)-free graph $G$ has at most $|V(G)|^{18}$ minimal separators, constructible in polynomial time.	https://arxiv.org/abs/2005.05042
78	2011.08049	3_decomposition_conjecture	Mohar	Conjecture 1.1	Approximating the genus of cubic graphs is APX-hard.	States the conjecture as background motivation for focusing on the dense-graph regime; the paper does not prove or disprove it.	https://arxiv.org/abs/2011.08049
78	2103.04191	3_decomposition_conjecture	Aboulker, Charbit, and Naserasr	Conjecture 1.4	For every orientation of a star forest $F$ and every hero $H$ the oriented graphs excluding $F$ and $H$ as induced subdigraphs have bounded dichromatic number.	Proves special cases: Theorem 1 proves it for $F \in \{S_2^+, S_2^-\}$ and $H = \vec{C}_3$ (resolving Conjecture 1.7); Theorem 3 proves it for $F = S_2^+$ and $H = W_3^-$; Theorem 4 shows the property	https://arxiv.org/abs/2103.04191
78	2103.04191	3_decomposition_conjecture	Aboulker, Charbit, and Naserasr	Conjecture 1.5	For every orientation of a forest $F$ and every $k \in \mathbb{N}$ the oriented graphs excluding $F$ and $\vec{K}_k$ as induced subdigraphs have bounded dichrom	Proves the conjecture for $F = P^+(1,1,1)$ (the alternating orientation of the path on four vertices) and $k = 3$ via Theorem 5, complementing an earlier result of Aboulker et al. for $F = \vec{P}_4$ 	https://arxiv.org/abs/2103.04191
78	2103.04191	3_decomposition_conjecture	Aboulker, Charbit, and Naserasr	Conjecture 1.7	$\vec{\chi}(\mathrm{Forbind}(\overleftrightarrow{K_2}, S_2^+, \vec{C}_3)) = \vec{\chi}(\mathrm{Forbind}(\overleftrightarrow{K_2}, S_2^-, \vec{C}_3)) = 2.$	Fully proved as Theorem 1; in fact, a strictly stronger result is proved as Theorem 2, namely $\vec{\chi}(\mathrm{Forbind}(\overleftrightarrow{K_2}, S_2^+, W_3^+)) = 2$, from which Conjecture 1.7 foll	https://arxiv.org/abs/2103.04191
78	2109.01310	3_decomposition_conjecture	unknown, see [1] in paper's bibliography	Conjecture 1.9	For all $k, \Delta > 0$, there exists $c = c(k, \Delta)$ such that every graph with maximum degree at most $\Delta$ and treewidth more than $c$ contains a subdi	This paper does not directly prove new cases of Conjecture 1.9; special cases were established in earlier papers of the same series [2, 4].	https://arxiv.org/abs/2109.01310
78	2201.08204	3_decomposition_conjecture	Galvin and Rödl	Conjecture 1.1	For all $k, r \in \mathbb{N}$ there is an $n \in \mathbb{N}$ such that for every graph $G$ with $\chi(G) \geq n$ and $\omega(G) \leq k$, there is an induced sub	Disproves Conjecture 1.1 for all $r \geq 5$ by constructing, for every $n$, a graph $G$ with $\chi(G) \geq n$ and $\omega(G) \leq 3$ such that every induced subgraph $H$ with $\omega(H) \leq 2$ satisf	https://arxiv.org/abs/2201.08204
78	2202.13306	3_decomposition_conjecture	Aboulker, Charbit, and Naserasr	Conjecture 5.1	For every oriented forest $F$, every transitive tournament is a hero in $Forb_{ind}(F)$.	The paper proves Theorems 5.2 and 5.3 establishing new partial results towards this conjecture in the setting of oriented forests, building on the known reduction to trees.	https://arxiv.org/abs/2202.13306
78	2209.09107	3_decomposition_conjecture	Akbari, Dalirrooyfard, Ehsani, Ozeki, and Sherkati	Conjecture 1.1	Let $G$ be a graph, and let $F:V(G)\xrightarrow{}2^{\mathbb{N}}$. If $|F(v)|<\frac{1}{2}\deg(v)$ for each $v\in V(G)$, then $G$ has an $F$-avoiding orientation.	Proves the conjecture under the stronger bound $|F(v)|<\lfloor\frac{1}{3}\deg(v)\rfloor$ for all graphs, and further improves the coefficient to $\sqrt{2}-1-o(1)\approx 0.414$ when the maximum degree 	https://arxiv.org/abs/2209.09107
78	2209.09107	3_decomposition_conjecture	Akbari, Dalirrooyfard, Ehsani, Ozeki, and Sherkati	Conjecture 1.2	Let $G$ be a graph, and let $F:V(G)\xrightarrow{}2^{\mathbb{N}}$. If $G$ has an orientation $D$ such that $|F(v)|\leq\deg_{D}^{+}(v)$ for every $v\in V(G)$, the	The paper's Combinatorial Nullstellensatz-based sufficient condition (Theorem 1.6) applies to both conjectures and yields new partial results toward each.	https://arxiv.org/abs/2209.09107
78	2211.01032	3_decomposition_conjecture	Mauk and Stahl	Conjecture 1.2	The expected number of faces in a random embedding of the complete graph $K_{n}$ is at most $2\ln n + O(1)$.	Proves (Theorem 1.8) that the expected number of faces of $K_n$ satisfies $\mathbb{E}[F(K_n)] = \Theta(\ln n)$, confirming the logarithmic order but not yet the precise constant $2\ln n + O(1)$.	https://arxiv.org/abs/2211.01032
78	2211.01032	3_decomposition_conjecture	Mauk and Stahl	Conjecture 9.4	The expected number of faces in a random embedding of the complete graph $K_{n}$ is $2\ln n + O(1)$.	Proves (Theorem 1.8) that $\mathbb{E}[F(K_n)] = \Theta(\ln n)$, confirming the logarithmic order; the exact constant $2\ln n + O(1)$ remains open.	https://arxiv.org/abs/2211.01032
78	2306.02364	3_decomposition_conjecture	Nguyen, Scott, and Seymour	Conjecture 1.2	For all $c\geq 0$ there exists $d\geq 0$ such that if $T$ is a tournament with $\chi(T)\geq d$, there is a complete pair $(A,B)$ of $T$ such that $\chi(A),\chi(	Proves two partial results in its favour: Theorem 1.3 establishes the case where $A$ is a cyclic triangle (and $\chi(B)\geq c$), and Theorem 1.4 establishes the conjecture for all tournaments with suf	https://arxiv.org/abs/2306.02364
78	2309.07905	3_decomposition_conjecture	Georgakopoulos and Papasoglu; Albrechtsen et al.	Conjecture 1.2	For every $k \in \mathbb{N}$, there exists $c = c(k) \in \mathbb{N}$ satisfying the following. If $d \in \mathbb{N}$, $G$ is a graph and $X, Y \subseteq V(G)$, 	Proves the $d = 2$ case for graphs with bounded maximum degree (Conjecture 1.4, as Theorem 1.5) and for graphs excluding a topological $K_r$-minor (Theorem 1.9), by showing that $2\chi'_s(G)k$ pairwis	https://arxiv.org/abs/2309.07905
78	2402.05753	3_decomposition_conjecture	authors of ref [26]	Conjecture 1.5	Let $S$ be a geodesic surface of genus $g$. Then $c(S) = O(\sqrt{g})$.	Proves $c(M)=2$ for every compact hyperbolic manifold (Theorem 1.6), regardless of genus, establishing a bound far stronger than $O(\sqrt{g})$ for this entire family of constant-curvature geodesic sur	https://arxiv.org/abs/2402.05753
78	2507.06169	3_decomposition_conjecture	Trotignon	Conjecture 1.5	For all $r,t\in\mathbb{N}$, there exists $c=c(r,t)\in\mathbb{N}$ such that for every graph $G$, if $G$ does not contain $W_{t\times t}$ or $K_{t,t}$ as an induc	Provides a second, simpler counterexample to Conjecture 1.5 that additionally has arbitrarily large girth and does not contain all trees as induced subgraphs; the proof establishes a slightly stronger	https://arxiv.org/abs/2507.06169
78	2508.08870	3_decomposition_conjecture	Brass, Moser, and Pach	Conjecture 1.1	A $d$-dimensional set of $n$ points determines at least $(d-1)n-O(d^{2})$ lines with pairwise distinct directions.	Proves a weaker linear lower bound: any $d$-dimensional set of $n$ points determines at least $bdn$ lines with pairwise distinct directions for an absolute constant $b \geq \frac{1}{48}$, providing th	https://arxiv.org/abs/2508.08870
78	2510.01791	3_decomposition_conjecture	Bogdanov, Neustroeva, Sokolov, Volostnov, Russkin, and Voronov	Conjecture 1.2	Any $n$-vertex graph with fewer than $3n-6$ edges admits a bipartite cut, while some graphs with $3n-6$ edges do not. In particular, $\ell_{3}=3$.	The paper does not directly prove or disprove Conjecture 1.2; it cites it as motivation for the general Conjecture 1.3, which the paper refutes for all sufficiently large $k$, showing that $\ell_k \si	https://arxiv.org/abs/2510.01791
78	2605.01223	3_decomposition_conjecture	Dallard, Milanič, and Štorgel	Conjecture 1.1	A hereditary class $\mathcal{G}$ has bounded $\operatorname{{\text{\sf{tree}}-\alpha}}$ if (and only if) $\mathcal{G}$ is $(\operatorname{{\sf tw}},\omega)$-bou	Proves the conjecture for the special case of hereditary classes defined by finitely many excluded induced subgraphs, as a corollary of the main result Theorem 1.4.	https://arxiv.org/abs/2605.01223
78	2605.01223	3_decomposition_conjecture	Dallard, Krnc, Kwon, Milanič, Munaro, Štorgel, and Wiederrecht	Conjecture 1.2	Let $\mathcal{F}$ be a finite class of graphs. Then the class of all $\mathcal{F}$-free graphs has bounded $\operatorname{{\text{\sf{tree}}-\alpha}}$ if (and on	Proved completely by this paper.	https://arxiv.org/abs/2605.01223
78	2605.01223	3_decomposition_conjecture	Dallard, Krnc, Kwon, Milanič, Munaro, Štorgel, and Wiederrecht	Conjecture 1.5	For all $a,b\in\mathbb{N}$, the class of all $K_{a,a}$-free graphs with no induced subgraph isomorphic to the $b$-vertex path has bounded $\operatorname{{\text{	Settled completely as a consequence of the main result.	https://arxiv.org/abs/2605.01223
78	2112.02313	adams_conjecture	Cereceda	Cereceda's Conjecture	Any two $k$-colorings of a $d$-degenerate graph on $n$ vertices are equivalent up to $O(n^2)$ trivial Kempe changes (single-vertex recolorings) when $k > d + 2$	Extends the treewidth confirmation of Cereceda's conjecture (due to Bonamy and Bousquet) to the setting of non-trivial Kempe changes with one fewer color: proves any two $k$-colorings of an $n$-vertex	https://arxiv.org/abs/2112.02313
78	2112.02378	behzads_conjecture	Combinatorial geometry community; see Brass, Moser, and Pach [BrMP05]	Conjecture 1.1 (r-Quasiplanar Graph Conjecture)	The number of edges of every $r$-quasiplanar graph of $n$ vertices is $O_r(n)$.	Proves that every $r$-quasiplanar graph with $n \geq r$ vertices, for $r = 2s$ and $s \geq 3$, has at most $n\bigl(\frac{c\log n}{s}\bigr)^{2s-4}$ edges, where $c > 0$ is an absolute constant, improvi	https://arxiv.org/abs/2112.02378
78	1904.12060	edge_list_coloring_conjecture	Vizing; Gupta; Behzad	Conjecture 1 (List Coloring Conjectures)	Every simple graph $G$ satisfies $\chi'(G) = \chi'_\ell(G)$ and $\chi''(G) = \chi''_\ell(G)$.	Cited as foundational background motivation; the paper's main result (proving the list total coloring analogue for planar graphs with $\Delta \geq 8$) is consistent with this conjecture but does not d	https://arxiv.org/abs/1904.12060
78	2605.10112	jones_conjecture	Hajós	Hajós' Conjecture (k=5)	Every $5$-chromatic graph contains a subdivision of $K_{5}$.	Proves that every 5-chromatic graph contains a dominating $K_{5}$-model $(T_1,\dots,T_5)$ with $T_4=\{v\}$ and $T_5=\{w\}$ singletons and $v,w$ adjacent, providing structural progress strictly stronge	https://arxiv.org/abs/2605.10112
78	1703.08123	monochromatoc_reachability_in_arc_colored_digraphs	Sands, Sauer, and Woodrow; Erdős	Conjecture 2 (Erdős-Sands-Sauer-Woodrow, quasi-order formulation)	For every $k$, there exists an integer $f(k)$ such that if $T$ is a complete multidigraph whose arcs are the union of $k$ quasi-orders, then $\gamma(T) \leq f(k	Proved in full: Theorem 6 establishes $\gamma(T) = O(\ln(2k) \cdot k^{k+2})$, giving an explicit bound for $f(k)$.	https://arxiv.org/abs/1703.08123
78	2210.16971	sidorenkos_conjecture	Erdős–Simonovits and Sidorenko	Sidorenko's Conjecture (Conjecture 1.2)	For every bipartite graph $A$ and graph $H$, we have $t(A, H) \geq t(K_2, H)^{e(A)}$.	Shows that an oriented graph $B$ admitting a homomorphism $B \to \vec{K}_2$ has the directed Sidorenko property if and only if its underlying undirected bipartite graph has the asymmetric Sidorenko pr	https://arxiv.org/abs/2210.16971
78	2402.08418	sidorenkos_conjecture	Erdős–Simonovits and Sidorenko	Sidorenko's Conjecture (Conjecture 1.2)	For every bipartite undirected graph $H$ and every undirected graph $G$, $t_H(G) \geq t_{K_2}(G)^{e(H)}$.	Develops tournament analogues of Sidorenko's conjecture: proves asymptotically tight bounds on the maximum number of edges in a tournament anti-Sidorenko digraph, gives novel constructions of tourname	https://arxiv.org/abs/2402.08418
78	2305.13422	subgraph_of_large_average_degree_and_large_average_degree	Lefmann, Rödl, and Thomas	Conjecture 1.2 (Lefmann, Rödl, Thomas)	For all positive integers $l$ and $k$, $f(l, k) = l^{k-1}$.	Proves the conjecture for $l \geq C_\varepsilon k^3 (\log k)^{1+\varepsilon}$ (Theorem 1.3) and establishes the general upper bound $f(l,k) \leq D_\varepsilon k(\log k)^{1+\varepsilon} \cdot l^{k-1}$ 	https://arxiv.org/abs/2305.13422
78	1510.00549	the_crossing_number_of_the_complete_graph	Harary and Hill	Harary–Hill Conjecture	The crossing number of the complete graph $K_n$ is $$H(n) = \frac{1}{4}\left\lfloor\frac{n}{2}\right\rfloor\left\lfloor\frac{n-1}{2}\right\rfloor\left\lfloor\fr	Proves that every $\left(\lfloor n/2\rfloor - 2\right)$-bishellable drawing $D$ of $K_n$ satisfies $\mathrm{cr}(D) \geq H(n)$, strictly enlarging the class of drawings covered beyond the previously kn	https://arxiv.org/abs/1510.00549
77	2104.07927	book_thickness_of_subdivisions	Gyárfás and Sumner	Gyárfás-Sumner Conjecture (Conjecture 1.1)	For every forest $H$, there is a function $f$ such that $\chi(G) \leq f(\omega(G))$ for every $H$-free graph $G$.	Proves that for every tree $H$ there exists $c>0$ such that every $H$-free graph $G$ with no $K_{t,t}$ subgraph satisfies $\partial(G)\leq(|H|\zeta t)^c$, establishing polynomial bounds for the $\tau(	https://arxiv.org/abs/2104.07927
77	2107.11780	book_thickness_of_subdivisions	Gyárfás and Sumner	Gyárfás-Sumner Conjecture (Conjecture 1.1)	For every forest $H$, there is a function $f$ such that $\chi(G) \leq f(\omega(G))$ for every $H$-free graph $G$.	Proves the conjecture for all star-forests $H$ as an implicit consequence of the main theorem establishing polynomial $\chi$-binding functions for those forests.	https://arxiv.org/abs/2107.11780
77	2108.07066	book_thickness_of_subdivisions	Gyárfás and Sumner	Gyárfás-Sumner Conjecture (Conjecture 1.1)	For every forest $H$, there is a function $f$ such that $\chi(G) \leq f(\omega(G))$ for every $H$-free graph $G$.	Proves that for every double star $H$ the bounding function $f$ in the Gyárfás-Sumner conjecture can be chosen to be a polynomial, i.e., $\chi(G) \leq f(\omega(G))$ with $f$ a polynomial for every $H$	https://arxiv.org/abs/2108.07066
77	1812.07327	grahams_conjecture_on_tree_reconstruction	Harris	Harris' Conjecture	The fractional chromatic number $\chi_f(G)$ can be upper bounded by a function (in fact, even a linear function) of the Hall ratio $\rho(G)$.	Disproves the conjecture by establishing Corollary 3: for every positive integer $c$ there exists a graph with fractional chromatic number at least $c$ and Hall ratio at most $18$.	https://arxiv.org/abs/1812.07327
77	2403.16319	grahams_conjecture_on_tree_reconstruction	Bollobás, Leader, and Malvenuto	Conjecture on L(d)	$L(d)=\binom{d}{\lfloor d/2\rfloor}$	Builds on the refutation by Ellis, Ivan and Leader [4], who showed $L(d)\leq\frac{5}{6}\binom{d}{\lfloor d/2\rfloor}$ for $d\geq 4$; the paper analyzes their construction further and obtains improved 	https://arxiv.org/abs/2403.16319
77	1903.05363	subgraph_of_large_average_degree_and_large_average_degree	Richter	Richter's Bounded Maximum Degree Conjecture	For every positive integer $c$, there exists an integer $D(c)$ such that every $c$-crossing-critical graph has maximum degree fewer than $D(c)$.	Proves the conjecture holds for every $c \leq 12$ (Theorem 1.1) and disproves it for every $c \geq 13$ via explicit constructions of 3-connected $c$-crossing-critical graphs containing arbitrarily man	https://arxiv.org/abs/1903.05363
77	2310.04265	the_circular_embedding_conjecture	Nguyen, Scott and Seymour	BIG⇒BIG Conjecture	The class of all tournaments has the $BIG\Rightarrow BIG$ property.	The paper invokes a theorem of Klingelhöfer and Newman (Theorem 4.17) to prove Theorem 4.18 establishing a related structural result about tournaments with the $BIG\Rightarrow BIG$ property.	https://arxiv.org/abs/2310.04265
77	2004.12166	the_erdos_hajnal_conjecture	Erdős and Hajnal	Erdős-Hajnal Conjecture (Conjecture 3)	Every graph $H$ satisfies the Erdős-Hajnal property, i.e., there exists a constant $\delta > 0$ such that every $H$-free graph $G$ with $n$ vertices contains ei	Proves that a constructive version of the Erdős-Hajnal conjecture implies the improved approximation conjecture (Conjecture 5), and shows the improved approximation property is closed under graph subs	https://arxiv.org/abs/2004.12166
76	2110.00278	book_thickness_of_subdivisions	Gyárfás and Sumner	Gyárfás-Sumner Conjecture (Conjecture 1.1)	For every forest $H$ there is a function $f$ such that $\chi(G) \leq f(\omega(G))$ for every $H$-free graph $G$.	Proves the near-polynomial bound $\chi(G) \leq \omega(G)^{\log_2(\omega(G))}$ for $P_5$-free graphs with $\omega(G) \geq 3$, significantly improving the previously best known exponential bound $(5/27)	https://arxiv.org/abs/2110.00278
76	2202.05557	book_thickness_of_subdivisions	Gyárfás and Sumner	Conjecture 1.1 (Gyárfás-Sumner Conjecture)	For every forest $H$ there is a function $f$ such that $\chi(G) \leq f(\omega(G))$ for every $H$-free graph $G$.	Proves that for every tree $H$ of radius two and every integer $d \geq 1$, there is a polynomial $f$ such that $\chi(G) \leq f(\tau_d(G))$ for every $H$-free graph $G$ (Theorem 1.6), which in particul	https://arxiv.org/abs/2202.05557
